student_id,course_code,comment,sentiment
100092,DS100,I found the course really engaging. The worked examples helped a lot. Assessment deadlines clustered in week 10.,negative
100094,DS100,Teaching on this course was far too fast. More worked examples would help. Attendance was taken every week.,negative
100097,DS100,The lab sessions were clear and well paced. The worked examples helped a lot. Attendance was taken every week.,positive
100098,DS100,The lab sessions were rushed at the end. More worked examples would help. Attendance was taken every week.,negative
100101,DS100,Teaching on this course was rushed at the end. The statistics section needed more time. Attendance was taken every week.,negative
100102,DS100,I found the course well structured. Feedback on assignments was fast and useful. Assessment deadlines clustered in week 10.,positive
100107,DS100,The material was rushed at the end. I struggled to keep up after week 6. The dataset used in labs was helpful.,negative
100110,DS100,I found the course clear and well paced. The worked examples helped a lot. Rooms were sometimes too small.,positive
100111,DS100,I found the course clear. The worked examples helped a lot. Assessment deadlines clustered in week 10.,positive
100112,DS100,The material was clear. The pace was about right for me. The module ran on Tuesday mornings.,negative
100114,DS100,The material was rushed at the end. The statistics section needed more time. Attendance was taken every week.,negative
100115,DS100,I found the course really engaging. I would recommend it to next year's cohort. Recordings appeared a few days late.,positive
100116,DS100,Week to week the course felt disconnected from the labs. I never understood the modelling week. Assessment deadlines clustered in week 10.,negative
100120,DS100,The lectures were very well organised. Feedback on assignments was fast and useful. Attendance was taken every week.,positive
100121,DS100,"Not clear at all in week 1, but it became well structured later on.",positive
100122,DS100,The lab sessions were the best this term. The capstone was the best part. Assessment deadlines clustered in week 10.,positive
100123,DS100,The lectures were clear but the labs were rushed at the end. I would still recommend it.,positive
100125,DS100,Overall the module was not well structured. More worked examples would help. Recordings appeared a few days late.,negative
100126,DS100,Teaching on this course was very well organised. I would recommend it to next year's cohort. The module ran on Tuesday mornings.,positive
100128,DS100,"Not clear at all in week 1, but it became well structured later on.",positive
100131,DS100,The lectures were very well organised. The capstone was the best part. Assessment deadlines clustered in week 10.,positive
100132,DS100,Teaching on this course was not clear at all. The pace was not right for me. The module ran on Tuesday mornings.,negative
100133,DS100,The best part was the capstone. Everything before it was hard to follow.,negative
100135,DS100,"Engaging material, but not enough time on the statistics section. I never understood the modelling week.",negative
100136,DS100,Teaching on this course was clear. The worked examples helped a lot. Attendance was taken every week.,positive
100139,DS100,Overall the module was well structured. The worked examples helped a lot. The reading list was long.,positive
100140,DS100,The lab sessions were far too fast. The pace was not right for me. Recordings appeared a few days late.,negative
100141,DS100,The lab sessions were very well organised. Feedback on assignments was fast and useful. Rooms were sometimes too small.,positive
100142,DS100,Teaching on this course was really engaging. I would recommend it to next year's cohort. The module ran on Tuesday mornings.,positive
100143,DS100,Teaching on this course was well structured. The worked examples helped a lot. The module ran on Tuesday mornings.,positive
100144,DS100,Week to week the course felt rushed at the end. I never understood the modelling week. Rooms were sometimes too small.,negative
100146,DS100,I found the course poorly organised. The statistics section needed more time. The reading list was long.,negative
100147,DS100,Week to week the course felt not well structured. The statistics section needed more time. Assessment deadlines clustered in week 10.,negative
100148,DS100,Overall the module was clear. I would recommend it to next year's cohort. Attendance was taken every week.,positive
100149,DS100,Teaching on this course was really engaging. Feedback on assignments was fast and useful. The dataset used in labs was helpful.,positive
100150,DS100,Week to week the course felt genuinely excellent. The capstone was the best part. Attendance was taken every week.,positive
100151,DS100,The lectures were genuinely excellent. The capstone was the best part. Recordings appeared a few days late.,positive
100152,DS100,The lectures were clear. The worked examples helped a lot. Recordings appeared a few days late.,positive
100155,DS100,Week to week the course felt not clear at all. I struggled to keep up after week 6. The dataset used in labs was helpful.,negative
100156,DS100,The material was not clear at all. I struggled to keep up after week 6. The dataset used in labs was helpful.,negative
100157,DS100,The lectures were rushed at the end. The pace was not right for me. Attendance was taken every week.,negative
100158,DS100,The lab sessions were far too fast. More worked examples would help. The dataset used in labs was helpful.,negative
100160,DS100,The lab sessions were far too fast. I struggled to keep up after week 6. The module ran on Tuesday mornings.,negative
100162,DS100,Week to week the course felt hard to follow. The statistics section needed more time. The dataset used in labs was helpful.,negative
100163,DS100,The lab sessions were clear. I would recommend it to next year's cohort. Recordings appeared a few days late.,positive
100164,DS100,The lab sessions were clear. The capstone was the best part. The dataset used in labs was helpful.,positive
100165,DS100,The lectures were genuinely excellent. The pace was about right for me. The module ran on Tuesday mornings.,positive
100167,DS100,Week to week the course felt really engaging. The worked examples helped a lot. The dataset used in labs was helpful.,positive
100168,DS100,The material was really engaging. Feedback on assignments was fast and useful. Rooms were sometimes too small.,positive
100169,DS100,The lectures were the best this term. The worked examples helped a lot. The dataset used in labs was helpful.,negative
100170,DS100,Teaching on this course was the best this term. The capstone was the best part. The module ran on Tuesday mornings.,positive
100171,DS100,The material was hard to follow. More worked examples would help. Attendance was taken every week.,negative
100173,DS100,The lab sessions were far too fast. The pace was not right for me. Rooms were sometimes too small.,negative
100174,DS100,Week to week the course felt genuinely excellent. I would recommend it to next year's cohort. The module ran on Tuesday mornings.,positive
100176,DS100,I found the course clear and well paced. The worked examples helped a lot. The dataset used in labs was helpful.,positive
100177,DS100,The lectures were far too fast. I struggled to keep up after week 6. The reading list was long.,negative
100179,DS100,The best part was the capstone. Everything before it was hard to follow.,negative
100180,DS100,I found the course not clear at all. The pace was not right for me. Rooms were sometimes too small.,negative
100184,DS100,The material was clear. The worked examples helped a lot. The dataset used in labs was helpful.,positive
100185,DS100,The material was disconnected from the labs. The statistics section needed more time. Assessment deadlines clustered in week 10.,negative
100186,DS100,Overall the module was hard to follow. I struggled to keep up after week 6. The reading list was long.,negative
100187,DS100,Week to week the course felt not clear at all. The statistics section needed more time. Rooms were sometimes too small.,negative
100190,DS100,The material was rushed at the end. The statistics section needed more time. Assessment deadlines clustered in week 10.,negative
100194,DS100,The lab sessions were clear. I would recommend it to next year's cohort. Rooms were sometimes too small.,positive
100195,DS100,Overall the module was the best this term. The pace was about right for me. Assessment deadlines clustered in week 10.,positive
100197,DS100,The material was really engaging. The pace was about right for me. Recordings appeared a few days late.,positive
100198,DS100,I found the course really engaging. The capstone was the best part. Assessment deadlines clustered in week 10.,positive
100199,DS100,"Not clear at all in week 1, but it became well structured later on.",positive
100200,DS100,The lab sessions were genuinely excellent. The worked examples helped a lot. Assessment deadlines clustered in week 10.,positive
100201,DS100,Overall the module was far too fast. The pace was not right for me. Rooms were sometimes too small.,negative
100205,DS100,The lectures were very well organised. Feedback on assignments was fast and useful. Assessment deadlines clustered in week 10.,negative
100206,DS100,The lab sessions were clear and well paced. I would recommend it to next year's cohort. The dataset used in labs was helpful.,negative
100207,DS100,Really engaging lecturer. The course itself was poorly organised.,negative
100208,DS100,Overall the module was really engaging. I would recommend it to next year's cohort. Recordings appeared a few days late.,positive
100209,DS100,Overall the module was not well structured. The statistics section needed more time. Assessment deadlines clustered in week 10.,negative
100210,DS100,Week to week the course felt not clear at all. The pace was not right for me. The module ran on Tuesday mornings.,negative
100214,DS100,The lectures were hard to follow. The pace was not right for me. Recordings appeared a few days late.,negative
100215,DS100,Overall the module was well structured. The capstone was the best part. The reading list was long.,positive
100218,DS100,Overall the module was hard to follow. The statistics section needed more time. The reading list was long.,negative
100219,DS100,"Well organised, though I struggled to keep up after week 6. The worked examples helped a lot.",positive
100221,DS100,The lab sessions were well structured. I would recommend it to next year's cohort. Recordings appeared a few days late.,positive
100222,DS100,The lectures were clear but the labs were rushed at the end. I would still recommend it.,positive
100223,DS100,I found the course far too fast. The pace was not right for me. The dataset used in labs was helpful.,negative
100225,DS100,Really engaging lecturer. The course itself was poorly organised.,negative
100227,DS100,Week to week the course felt well structured. I would recommend it to next year's cohort. Rooms were sometimes too small.,positive
100228,DS100,"Engaging material, but not enough time on the statistics section. I never understood the modelling week.",negative
100231,DS100,Overall the module was disconnected from the labs. I struggled to keep up after week 6. Attendance was taken every week.,negative
100233,DS100,I found the course not clear at all. I never understood the modelling week. The reading list was long.,negative
100236,DS100,I found the course very well organised. The pace was about right for me. The reading list was long.,positive
100237,DS100,Week to week the course felt genuinely excellent. I would recommend it to next year's cohort. Rooms were sometimes too small.,positive
100238,DS100,Overall the module was rushed at the end. I never understood the modelling week. Rooms were sometimes too small.,negative
100239,DS100,The lab sessions were not well structured. I struggled to keep up after week 6. The dataset used in labs was helpful.,negative
100241,DS100,Week to week the course felt genuinely excellent. I would recommend it to next year's cohort. Assessment deadlines clustered in week 10.,positive
100242,DS100,I found the course disconnected from the labs. The statistics section needed more time. Rooms were sometimes too small.,negative
100243,DS100,The lectures were clear and well paced. The pace was about right for me. The reading list was long.,positive
100244,DS100,The lectures were not clear at all. The pace was not right for me. The dataset used in labs was helpful.,positive
100245,DS100,I found the course hard to follow. I struggled to keep up after week 6. Recordings appeared a few days late.,negative
100247,DS100,The lectures were not well structured. The statistics section needed more time. Assessment deadlines clustered in week 10.,negative
100250,DS100,The lab sessions were very well organised. The pace was about right for me. Assessment deadlines clustered in week 10.,positive
100251,DS100,Really engaging lecturer. The course itself was poorly organised.,negative
100254,DS100,Week to week the course felt poorly organised. The statistics section needed more time. Assessment deadlines clustered in week 10.,negative
100260,DS100,The material was clear and well paced. Feedback on assignments was fast and useful. The reading list was long.,positive
100264,DS100,Teaching on this course was very well organised. The worked examples helped a lot. The module ran on Tuesday mornings.,positive
100265,DS100,The lab sessions were not well structured. The pace was not right for me. Recordings appeared a few days late.,negative
100268,DS100,I found the course the best this term. The capstone was the best part. Recordings appeared a few days late.,positive
100270,DS100,Really engaging lecturer. The course itself was poorly organised.,negative
100271,DS100,The lectures were clear but the labs were rushed at the end. I would still recommend it.,positive
100272,DS100,The best part was the capstone. Everything before it was hard to follow.,negative
100274,DS100,Teaching on this course was not well structured. I never understood the modelling week. The module ran on Tuesday mornings.,negative
100276,DS100,I found the course very well organised. Feedback on assignments was fast and useful. Recordings appeared a few days late.,positive
100279,DS100,I found the course poorly organised. The statistics section needed more time. The dataset used in labs was helpful.,negative
100280,DS100,The material was well structured. The worked examples helped a lot. Assessment deadlines clustered in week 10.,positive
100282,DS100,Teaching on this course was poorly organised. The statistics section needed more time. The dataset used in labs was helpful.,positive
100283,DS100,Teaching on this course was disconnected from the labs. More worked examples would help. The reading list was long.,negative
100284,DS100,The lab sessions were rushed at the end. The pace was not right for me. The module ran on Tuesday mornings.,negative
100286,DS100,The lectures were not clear at all. The pace was not right for me. Rooms were sometimes too small.,negative
100289,DS100,The lectures were not clear at all. The statistics section needed more time. Assessment deadlines clustered in week 10.,negative
100290,DS100,The material was not clear at all. I struggled to keep up after week 6. The module ran on Tuesday mornings.,negative
100291,DS100,The lectures were hard to follow. The statistics section needed more time. Attendance was taken every week.,negative
100293,DS100,I found the course not well structured. The pace was not right for me. Rooms were sometimes too small.,negative
100294,DS100,Overall the module was clear. The worked examples helped a lot. Recordings appeared a few days late.,positive
100295,DS100,Really engaging lecturer. The course itself was poorly organised.,negative
100298,DS100,Overall the module was the best this term. The worked examples helped a lot. Rooms were sometimes too small.,positive
100300,DS100,I found the course clear and well paced. Feedback on assignments was fast and useful. The module ran on Tuesday mornings.,positive
100301,DS100,The material was rushed at the end. The pace was not right for me. Rooms were sometimes too small.,positive
100302,DS100,The material was well structured. I would recommend it to next year's cohort. Assessment deadlines clustered in week 10.,positive
100304,DS100,"Engaging material, but not enough time on the statistics section. I never understood the modelling week.",negative
100306,DS100,Teaching on this course was the best this term. I would recommend it to next year's cohort. Recordings appeared a few days late.,negative
100307,DS100,Overall the module was hard to follow. I struggled to keep up after week 6. The reading list was long.,negative
100308,DS100,The material was not clear at all. More worked examples would help. The reading list was long.,negative
100310,DS100,I found the course the best this term. The capstone was the best part. Assessment deadlines clustered in week 10.,positive
100311,DS100,Week to week the course felt clear and well paced. The pace was about right for me. Recordings appeared a few days late.,positive
100312,DS100,The lab sessions were clear and well paced. The worked examples helped a lot. Attendance was taken every week.,positive
100313,DS100,The lectures were poorly organised. I struggled to keep up after week 6. The dataset used in labs was helpful.,negative
100314,DS100,Teaching on this course was the best this term. I would recommend it to next year's cohort. The dataset used in labs was helpful.,positive
100316,DS100,Week to week the course felt hard to follow. I never understood the modelling week. Assessment deadlines clustered in week 10.,negative
100317,DS100,Week to week the course felt hard to follow. The statistics section needed more time. Rooms were sometimes too small.,negative
100320,DS100,Overall the module was well structured. The worked examples helped a lot. Assessment deadlines clustered in week 10.,positive
100322,DS100,The material was disconnected from the labs. The statistics section needed more time. Assessment deadlines clustered in week 10.,negative
100326,DS100,The material was really engaging. The worked examples helped a lot. Attendance was taken every week.,positive
100328,DS100,The lectures were really engaging. The pace was about right for me. Rooms were sometimes too small.,positive
100329,DS100,Teaching on this course was well structured. I would recommend it to next year's cohort. The module ran on Tuesday mornings.,positive
100334,DS100,The lab sessions were not well structured. I never understood the modelling week. The module ran on Tuesday mornings.,negative
100335,DS100,Overall the module was the best this term. The worked examples helped a lot. The reading list was long.,positive
100337,DS100,Teaching on this course was clear. The pace was about right for me. The dataset used in labs was helpful.,positive
100338,DS100,"Engaging material, but not enough time on the statistics section. I never understood the modelling week.",negative
100341,DS100,The lab sessions were disconnected from the labs. I never understood the modelling week. Recordings appeared a few days late.,negative
100343,DS100,Teaching on this course was not well structured. More worked examples would help. The module ran on Tuesday mornings.,negative
100344,DS100,The best part was the capstone. Everything before it was hard to follow.,negative
100345,DS100,I found the course hard to follow. More worked examples would help. Rooms were sometimes too small.,negative
100348,DS100,Week to week the course felt well structured. The pace was about right for me. Assessment deadlines clustered in week 10.,positive
100349,DS100,Overall the module was well structured. The capstone was the best part. The module ran on Tuesday mornings.,positive
100350,DS100,I found the course clear and well paced. Feedback on assignments was fast and useful. Recordings appeared a few days late.,positive
100351,DS100,Teaching on this course was far too fast. The pace was not right for me. Assessment deadlines clustered in week 10.,negative
100352,DS100,I found the course well structured. Feedback on assignments was fast and useful. Recordings appeared a few days late.,positive
100353,DS100,The material was poorly organised. The statistics section needed more time. Assessment deadlines clustered in week 10.,negative
100355,DS100,The material was the best this term. Feedback on assignments was fast and useful. Attendance was taken every week.,positive
100357,DS100,Teaching on this course was really engaging. The pace was about right for me. The reading list was long.,positive
100359,DS100,"Not clear at all in week 1, but it became well structured later on.",positive
100360,DS100,The best part was the capstone. Everything before it was hard to follow.,negative
100361,DS100,Overall the module was rushed at the end. I never understood the modelling week. The reading list was long.,negative
100362,DS100,Really engaging lecturer. The course itself was poorly organised.,negative
100364,DS100,Teaching on this course was really engaging. The pace was about right for me. Assessment deadlines clustered in week 10.,positive
100366,DS100,The lectures were well structured. Feedback on assignments was fast and useful. Attendance was taken every week.,positive
100367,DS100,Week to week the course felt clear. The capstone was the best part. The module ran on Tuesday mornings.,positive
100368,DS100,The material was genuinely excellent. The capstone was the best part. The module ran on Tuesday mornings.,positive
100369,DS100,Teaching on this course was not clear at all. I never understood the modelling week. Recordings appeared a few days late.,negative
100370,DS100,I found the course clear and well paced. The pace was about right for me. The reading list was long.,positive
100372,DS100,The material was not clear at all. The pace was not right for me. Rooms were sometimes too small.,negative
100373,DS100,The lectures were clear but the labs were rushed at the end. I would still recommend it.,positive
100378,DS100,The lectures were not well structured. I struggled to keep up after week 6. Rooms were sometimes too small.,negative
100380,DS100,Week to week the course felt clear and well paced. The capstone was the best part. Attendance was taken every week.,positive
100382,DS100,Teaching on this course was clear. Feedback on assignments was fast and useful. Assessment deadlines clustered in week 10.,positive
100383,DS100,I found the course clear and well paced. The worked examples helped a lot. Rooms were sometimes too small.,positive
100386,DS100,The lectures were clear and well paced. The capstone was the best part. Rooms were sometimes too small.,positive
100387,DS100,Overall the module was poorly organised. The pace was not right for me. Assessment deadlines clustered in week 10.,negative
100388,DS100,Week to week the course felt not well structured. I never understood the modelling week. The dataset used in labs was helpful.,negative
100391,DS100,I found the course the best this term. Feedback on assignments was fast and useful. Assessment deadlines clustered in week 10.,positive
100392,DS100,I found the course clear. The pace was about right for me. Assessment deadlines clustered in week 10.,negative
100393,DS100,The lectures were really engaging. The capstone was the best part. Recordings appeared a few days late.,positive
100394,DS100,The lectures were not clear at all. More worked examples would help. Recordings appeared a few days late.,negative
100404,DS100,I found the course rushed at the end. More worked examples would help. Attendance was taken every week.,negative
100405,DS100,The material was well structured. I would recommend it to next year's cohort. Attendance was taken every week.,positive
100406,DS100,Teaching on this course was poorly organised. I never understood the modelling week. The module ran on Tuesday mornings.,negative
100407,DS100,I found the course poorly organised. I never understood the modelling week. Assessment deadlines clustered in week 10.,negative
100408,DS100,I found the course genuinely excellent. The capstone was the best part. The reading list was long.,positive
100409,DS100,Overall the module was not well structured. More worked examples would help. The dataset used in labs was helpful.,negative
100411,DS100,"Not clear at all in week 1, but it became well structured later on.",positive
100414,DS100,Teaching on this course was clear. The pace was about right for me. Attendance was taken every week.,positive
100415,DS100,The lectures were poorly organised. The pace was not right for me. Rooms were sometimes too small.,negative
100416,DS100,The lectures were clear. Feedback on assignments was fast and useful. Attendance was taken every week.,positive
100417,DS100,The material was clear and well paced. I would recommend it to next year's cohort. Recordings appeared a few days late.,positive
100418,DS100,Overall the module was really engaging. The pace was about right for me. The module ran on Tuesday mornings.,positive
100419,DS100,The material was rushed at the end. More worked examples would help. Recordings appeared a few days late.,negative
100420,DS100,Teaching on this course was poorly organised. I never understood the modelling week. Assessment deadlines clustered in week 10.,negative
100421,DS100,Week to week the course felt genuinely excellent. I would recommend it to next year's cohort. Attendance was taken every week.,positive
100422,DS100,Teaching on this course was really engaging. The capstone was the best part. Recordings appeared a few days late.,positive
100424,DS100,Week to week the course felt far too fast. I struggled to keep up after week 6. Attendance was taken every week.,negative
100425,DS100,Overall the module was really engaging. Feedback on assignments was fast and useful. Recordings appeared a few days late.,positive
100426,DS100,The lab sessions were poorly organised. The pace was not right for me. Attendance was taken every week.,negative
100427,DS100,The lab sessions were far too fast. The statistics section needed more time. Attendance was taken every week.,negative
100428,DS100,Overall the module was disconnected from the labs. The statistics section needed more time. Rooms were sometimes too small.,positive
100429,DS100,The lectures were genuinely excellent. Feedback on assignments was fast and useful. Rooms were sometimes too small.,positive
100431,DS100,Teaching on this course was not well structured. I struggled to keep up after week 6. The dataset used in labs was helpful.,negative
100433,DS100,I found the course well structured. The worked examples helped a lot. Rooms were sometimes too small.,positive
100435,DS100,The material was disconnected from the labs. I struggled to keep up after week 6. Recordings appeared a few days late.,negative
100437,DS100,I found the course well structured. The pace was about right for me. Assessment deadlines clustered in week 10.,positive
100438,DS100,Really engaging lecturer. The course itself was poorly organised.,negative
100439,DS100,The material was the best this term. The pace was about right for me. The module ran on Tuesday mornings.,positive
100440,DS100,The lectures were very well organised. Feedback on assignments was fast and useful. The module ran on Tuesday mornings.,positive
100442,DS100,"Engaging material, but not enough time on the statistics section. I never understood the modelling week.",negative
100443,DS100,The material was clear and well paced. I would recommend it to next year's cohort. Assessment deadlines clustered in week 10.,positive
100444,DS100,Teaching on this course was clear and well paced. The capstone was the best part. Attendance was taken every week.,positive
100446,DS100,Week to week the course felt genuinely excellent. The capstone was the best part. Attendance was taken every week.,positive
100450,DS100,Week to week the course felt clear. The capstone was the best part. The module ran on Tuesday mornings.,positive
100452,DS100,Really engaging lecturer. The course itself was poorly organised.,negative
100453,DS100,I found the course hard to follow. I never understood the modelling week. The module ran on Tuesday mornings.,negative
100454,DS100,The material was the best this term. Feedback on assignments was fast and useful. Assessment deadlines clustered in week 10.,positive
100455,DS100,Week to week the course felt very well organised. The capstone was the best part. Rooms were sometimes too small.,positive
100456,DS100,Overall the module was clear and well paced. Feedback on assignments was fast and useful. Recordings appeared a few days late.,positive
100457,DS100,I found the course genuinely excellent. The capstone was the best part. Recordings appeared a few days late.,positive
100458,DS100,Overall the module was hard to follow. The pace was not right for me. The dataset used in labs was helpful.,negative
100459,DS100,The lectures were the best this term. The pace was about right for me. The reading list was long.,positive
100461,DS100,The lectures were clear but the labs were rushed at the end. I would still recommend it.,positive
100463,DS100,The best part was the capstone. Everything before it was hard to follow.,negative
100464,DS100,The lectures were clear but the labs were rushed at the end. I would still recommend it.,positive
100465,DS100,"Well organised, though I struggled to keep up after week 6. The worked examples helped a lot.",positive
100466,DS100,The lectures were clear but the labs were rushed at the end. I would still recommend it.,positive
100467,DS100,Overall the module was genuinely excellent. The pace was about right for me. Attendance was taken every week.,positive
100473,DS100,The lectures were the best this term. The capstone was the best part. Rooms were sometimes too small.,positive
100474,DS100,Teaching on this course was disconnected from the labs. The pace was not right for me. Recordings appeared a few days late.,negative
100475,DS100,Week to week the course felt not clear at all. I never understood the modelling week. Assessment deadlines clustered in week 10.,negative
100476,DS100,The lab sessions were rushed at the end. The statistics section needed more time. The reading list was long.,negative
100477,DS100,The lectures were not clear at all. The pace was not right for me. Recordings appeared a few days late.,negative
100481,DS100,Teaching on this course was disconnected from the labs. More worked examples would help. Assessment deadlines clustered in week 10.,negative
100482,DS100,The lectures were poorly organised. I never understood the modelling week. The reading list was long.,negative
100484,DS100,The lectures were well structured. Feedback on assignments was fast and useful. Assessment deadlines clustered in week 10.,positive
100486,DS100,Teaching on this course was not clear at all. The pace was not right for me. The dataset used in labs was helpful.,negative
100487,DS100,The lectures were the best this term. The pace was about right for me. The module ran on Tuesday mornings.,positive
100488,DS100,The lab sessions were poorly organised. The statistics section needed more time. The module ran on Tuesday mornings.,negative
100489,DS100,Overall the module was clear and well paced. The pace was about right for me. Assessment deadlines clustered in week 10.,positive
100491,DS100,Week to week the course felt clear and well paced. Feedback on assignments was fast and useful. Recordings appeared a few days late.,positive
100496,DS100,Really engaging lecturer. The course itself was poorly organised.,negative
100497,DS100,I found the course well structured. The worked examples helped a lot. The dataset used in labs was helpful.,positive
100499,DS100,"Not clear at all in week 1, but it became well structured later on.",positive
100501,DS100,The material was rushed at the end. I never understood the modelling week. The reading list was long.,negative
100504,DS100,The material was very well organised. The pace was about right for me. The dataset used in labs was helpful.,positive
100505,DS100,The material was genuinely excellent. The worked examples helped a lot. Recordings appeared a few days late.,positive
100506,DS100,The lectures were clear but the labs were rushed at the end. I would still recommend it.,positive
100508,DS100,The lectures were hard to follow. I never understood the modelling week. Rooms were sometimes too small.,negative
100511,DS100,The lab sessions were well structured. The pace was about right for me. The reading list was long.,positive
100512,DS100,The lectures were hard to follow. I never understood the modelling week. Recordings appeared a few days late.,negative
100513,DS100,The lectures were far too fast. The statistics section needed more time. Rooms were sometimes too small.,negative
100516,DS100,The lab sessions were not clear at all. I never understood the modelling week. Recordings appeared a few days late.,negative
100519,DS100,I found the course far too fast. The statistics section needed more time. The dataset used in labs was helpful.,negative
100520,DS100,The lectures were disconnected from the labs. I struggled to keep up after week 6. Attendance was taken every week.,negative
100521,DS100,Teaching on this course was really engaging. Feedback on assignments was fast and useful. The dataset used in labs was helpful.,positive
100523,DS100,Teaching on this course was genuinely excellent. Feedback on assignments was fast and useful. Assessment deadlines clustered in week 10.,positive
100526,DS100,"Engaging material, but not enough time on the statistics section. I never understood the modelling week.",negative
100527,DS100,Overall the module was not well structured. I never understood the modelling week. Recordings appeared a few days late.,negative
100528,DS100,I found the course well structured. Feedback on assignments was fast and useful. Attendance was taken every week.,positive
100529,DS100,The material was disconnected from the labs. The pace was not right for me. Recordings appeared a few days late.,negative
100530,DS100,Week to week the course felt very well organised. I would recommend it to next year's cohort. Assessment deadlines clustered in week 10.,positive
100531,DS100,The best part was the capstone. Everything before it was hard to follow.,negative
100532,DS100,Teaching on this course was not well structured. The pace was not right for me. Attendance was taken every week.,negative
100533,DS100,Overall the module was genuinely excellent. The capstone was the best part. The reading list was long.,positive
